species_scientific_name,species_common_name,observation_date,track_type,total_sightings,vegetation_category,location_name,reserve_name,lat,long
Didelphis virginiana,Opossum,1996-07-15,Tracks,2,Riparian and Bottomland Habitat,Sabre Springs to Mercy Property - Section: 9,Los Penasquitos Canyon Preserve,32.941583,117.10784199999999
Procyon lotor,Raccoon,1996-07-15,Evidence of Predation,1,Riparian and Bottomland Habitat,Sabre Springs to Mercy Property - Section: 9,Los Penasquitos Canyon Preserve,32.941583,117.10784199999999
Procyon lotor,Raccoon,1996-07-15,Tracks,78,Riparian and Bottomland Habitat,Sabre Springs to Mercy Property - Section: 9,Los Penasquitos Canyon Preserve,32.941583,117.10784199999999
Neotoma lepida,Woodrat/Packrat,1996-07-15,Den/Bed Site,70,Riparian and Bottomland Habitat,Sabre Springs to Mercy Property - Section: 9,Los Penasquitos Canyon Preserve,32.941583,117.10784199999999
Neotoma lepida,Woodrat/Packrat,1996-07-15,Rub,4,Riparian and Bottomland Habitat,Sabre Springs to Mercy Property - Section: 9,Los Penasquitos Canyon Preserve,32.941583,117.10784199999999
Neotoma lepida,Woodrat/Packrat,1996-07-15,Scat,6,Riparian and Bottomland Habitat,Sabre Springs to Mercy Property - Section: 9,Los Penasquitos Canyon Preserve,32.941583,117.10784199999999
Neotoma lepida,Woodrat/Packrat,1996-07-15,Tracks,3,Riparian and Bottomland Habitat,Sabre Springs to Mercy Property - Section: 9,Los Penasquitos Canyon Preserve,32.941583,117.10784199999999
Lynx rufus,Bobcat,1996-07-15,Scat,24,Scrub and Chaparral,Sabre Springs to Mercy Property - Section: 10,Los Penasquitos Canyon Preserve,32.940383000000004,117.10859199999999
Lynx rufus,Bobcat,1996-07-15,Tracks,1,Scrub and Chaparral,Sabre Springs to Mercy Property - Section: 10,Los Penasquitos Canyon Preserve,32.940383000000004,117.10859199999999
Canis latrans,Coyote,1996-07-15,Scat,40,Scrub and Chaparral,Sabre Springs to Mercy Property - Section: 10,Los Penasquitos Canyon Preserve,32.940383000000004,117.10859199999999
Canis latrans,Coyote,1996-07-15,Tracks,11,Scrub and Chaparral,Sabre Springs to Mercy Property - Section: 10,Los Penasquitos Canyon Preserve,32.940383000000004,117.10859199999999
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Scat,1,Scrub and Chaparral,Sabre Springs to Mercy Property - Section: 10,Los Penasquitos Canyon Preserve,32.940383000000004,117.10859199999999
Odocoileus hemionus,Mule Deer,1996-07-15,Browse,4,Scrub and Chaparral,Sabre Springs to Mercy Property - Section: 10,Los Penasquitos Canyon Preserve,32.940383000000004,117.10859199999999
Odocoileus hemionus,Mule Deer,1996-07-15,Carcass,1,Scrub and Chaparral,Sabre Springs to Mercy Property - Section: 10,Los Penasquitos Canyon Preserve,32.940383000000004,117.10859199999999
Odocoileus hemionus,Mule Deer,1996-07-15,Scat,5,Scrub and Chaparral,Sabre Springs to Mercy Property - Section: 10,Los Penasquitos Canyon Preserve,32.940383000000004,117.10859199999999
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,106,Scrub and Chaparral,Sabre Springs to Mercy Property - Section: 10,Los Penasquitos Canyon Preserve,32.940383000000004,117.10859199999999
Procyon lotor,Raccoon,1996-07-15,Tracks,16,Scrub and Chaparral,Sabre Springs to Mercy Property - Section: 10,Los Penasquitos Canyon Preserve,32.940383000000004,117.10859199999999
Neotoma lepida,Woodrat/Packrat,1996-07-15,Den/Bed Site,177,Scrub and Chaparral,Sabre Springs to Mercy Property - Section: 10,Los Penasquitos Canyon Preserve,32.940383000000004,117.10859199999999
Neotoma lepida,Woodrat/Packrat,1996-07-15,Scat,33,Scrub and Chaparral,Sabre Springs to Mercy Property - Section: 10,Los Penasquitos Canyon Preserve,32.940383000000004,117.10859199999999
Neotoma lepida,Woodrat/Packrat,1996-07-15,Tracks,3,Scrub and Chaparral,Sabre Springs to Mercy Property - Section: 10,Los Penasquitos Canyon Preserve,32.940383000000004,117.10859199999999
Lynx rufus,Bobcat,1996-07-15,Scat,3,Scrub and Chaparral,Sabre Springs to Mercy Property - Section: 11,Los Penasquitos Canyon Preserve,32.939408,117.10933700000001
Puma concolor,Cougar,1996-07-15,Scat,1,Scrub and Chaparral,Sabre Springs to Mercy Property - Section: 11,Los Penasquitos Canyon Preserve,32.939408,117.10933700000001
Canis latrans,Coyote,1996-07-15,Scat,16,Scrub and Chaparral,Sabre Springs to Mercy Property - Section: 11,Los Penasquitos Canyon Preserve,32.939408,117.10933700000001
Canis latrans,Coyote,1996-07-15,Tracks,12,Scrub and Chaparral,Sabre Springs to Mercy Property - Section: 11,Los Penasquitos Canyon Preserve,32.939408,117.10933700000001
Odocoileus hemionus,Mule Deer,1996-07-15,Browse,3,Scrub and Chaparral,Sabre Springs to Mercy Property - Section: 11,Los Penasquitos Canyon Preserve,32.939408,117.10933700000001
Odocoileus hemionus,Mule Deer,1996-07-15,Scat,1,Scrub and Chaparral,Sabre Springs to Mercy Property - Section: 11,Los Penasquitos Canyon Preserve,32.939408,117.10933700000001
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,34,Scrub and Chaparral,Sabre Springs to Mercy Property - Section: 11,Los Penasquitos Canyon Preserve,32.939408,117.10933700000001
Procyon lotor,Raccoon,1996-07-15,Tracks,7,Scrub and Chaparral,Sabre Springs to Mercy Property - Section: 11,Los Penasquitos Canyon Preserve,32.939408,117.10933700000001
Neotoma lepida,Woodrat/Packrat,1996-07-15,Den/Bed Site,56,Scrub and Chaparral,Sabre Springs to Mercy Property - Section: 11,Los Penasquitos Canyon Preserve,32.939408,117.10933700000001
Neotoma lepida,Woodrat/Packrat,1996-07-15,Scat,4,Scrub and Chaparral,Sabre Springs to Mercy Property - Section: 11,Los Penasquitos Canyon Preserve,32.939408,117.10933700000001
Neotoma lepida,Woodrat/Packrat,1996-07-15,Tracks,3,Scrub and Chaparral,Sabre Springs to Mercy Property - Section: 11,Los Penasquitos Canyon Preserve,32.939408,117.10933700000001
Lynx rufus,Bobcat,1996-07-15,Scat,18,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",I-15 Bridges West to Big Curve South - Section: 1,Los Penasquitos Canyon Preserve,32.944225,117.108558
Lynx rufus,Bobcat,1996-07-15,Tracks,13,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",I-15 Bridges West to Big Curve South - Section: 1,Los Penasquitos Canyon Preserve,32.944225,117.108558
Canis latrans,Coyote,1996-07-15,Scat,2,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",I-15 Bridges West to Big Curve South - Section: 1,Los Penasquitos Canyon Preserve,32.944225,117.108558
Canis latrans,Coyote,1996-07-15,Tracks,48,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",I-15 Bridges West to Big Curve South - Section: 1,Los Penasquitos Canyon Preserve,32.944225,117.108558
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Tracks,4,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",I-15 Bridges West to Big Curve South - Section: 1,Los Penasquitos Canyon Preserve,32.944225,117.108558
Mustela frenata,Long Tailed Weasel,1996-07-15,Tracks,1,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",I-15 Bridges West to Big Curve South - Section: 1,Los Penasquitos Canyon Preserve,32.944225,117.108558
Odocoileus hemionus,Mule Deer,1996-07-15,Browse,24,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",I-15 Bridges West to Big Curve South - Section: 1,Los Penasquitos Canyon Preserve,32.944225,117.108558
Odocoileus hemionus,Mule Deer,1996-07-15,Scat,2,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",I-15 Bridges West to Big Curve South - Section: 1,Los Penasquitos Canyon Preserve,32.944225,117.108558
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,130,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",I-15 Bridges West to Big Curve South - Section: 1,Los Penasquitos Canyon Preserve,32.944225,117.108558
Didelphis virginiana,Opossum,1996-07-15,Tracks,4,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",I-15 Bridges West to Big Curve South - Section: 1,Los Penasquitos Canyon Preserve,32.944225,117.108558
Procyon lotor,Raccoon,1996-07-15,Tracks,192,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",I-15 Bridges West to Big Curve South - Section: 1,Los Penasquitos Canyon Preserve,32.944225,117.108558
Neotoma lepida,Woodrat/Packrat,1996-07-15,Den/Bed Site,86,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",I-15 Bridges West to Big Curve South - Section: 1,Los Penasquitos Canyon Preserve,32.944225,117.108558
Neotoma lepida,Woodrat/Packrat,1996-07-15,Scat,2,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",I-15 Bridges West to Big Curve South - Section: 1,Los Penasquitos Canyon Preserve,32.944225,117.108558
Neotoma lepida,Woodrat/Packrat,1996-07-15,Tracks,25,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",I-15 Bridges West to Big Curve South - Section: 1,Los Penasquitos Canyon Preserve,32.944225,117.108558
Lynx rufus,Bobcat,1996-07-15,Evidence of Predation,2,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 2,Los Penasquitos Canyon Preserve,32.944408,117.11073300000001
Lynx rufus,Bobcat,1996-07-15,Scat,18,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 2,Los Penasquitos Canyon Preserve,32.944408,117.11073300000001
Lynx rufus,Bobcat,1996-07-15,Tracks,1,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 2,Los Penasquitos Canyon Preserve,32.944408,117.11073300000001
Puma concolor,Cougar,1996-07-15,Scat,1,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 2,Los Penasquitos Canyon Preserve,32.944408,117.11073300000001
Puma concolor,Cougar,1996-07-15,Tracks,1,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 2,Los Penasquitos Canyon Preserve,32.944408,117.11073300000001
Canis latrans,Coyote,1996-07-15,Scat,22,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 2,Los Penasquitos Canyon Preserve,32.944408,117.11073300000001
Canis latrans,Coyote,1996-07-15,Tracks,25,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 2,Los Penasquitos Canyon Preserve,32.944408,117.11073300000001
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Scat,4,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 2,Los Penasquitos Canyon Preserve,32.944408,117.11073300000001
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Tracks,6,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 2,Los Penasquitos Canyon Preserve,32.944408,117.11073300000001
Mustela frenata,Long Tailed Weasel,1996-07-15,Scat,1,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 2,Los Penasquitos Canyon Preserve,32.944408,117.11073300000001
Mustela frenata,Long Tailed Weasel,1996-07-15,Tracks,1,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 2,Los Penasquitos Canyon Preserve,32.944408,117.11073300000001
Odocoileus hemionus,Mule Deer,1996-07-15,Browse,27,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 2,Los Penasquitos Canyon Preserve,32.944408,117.11073300000001
Odocoileus hemionus,Mule Deer,1996-07-15,Claw Marks,5,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 2,Los Penasquitos Canyon Preserve,32.944408,117.11073300000001
Odocoileus hemionus,Mule Deer,1996-07-15,Den/Bed Site,5,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 2,Los Penasquitos Canyon Preserve,32.944408,117.11073300000001
Odocoileus hemionus,Mule Deer,1996-07-15,Scat,75,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 2,Los Penasquitos Canyon Preserve,32.944408,117.11073300000001
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,104,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 2,Los Penasquitos Canyon Preserve,32.944408,117.11073300000001
Didelphis virginiana,Opossum,1996-07-15,Scat,2,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 2,Los Penasquitos Canyon Preserve,32.944408,117.11073300000001
Didelphis virginiana,Opossum,1996-07-15,Tracks,3,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 2,Los Penasquitos Canyon Preserve,32.944408,117.11073300000001
Procyon lotor,Raccoon,1996-07-15,Scat,1,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 2,Los Penasquitos Canyon Preserve,32.944408,117.11073300000001
Procyon lotor,Raccoon,1996-07-15,Tracks,62,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 2,Los Penasquitos Canyon Preserve,32.944408,117.11073300000001
Neotoma lepida,Woodrat/Packrat,1996-07-15,Browse,2,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 2,Los Penasquitos Canyon Preserve,32.944408,117.11073300000001
Neotoma lepida,Woodrat/Packrat,1996-07-15,Den/Bed Site,190,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 2,Los Penasquitos Canyon Preserve,32.944408,117.11073300000001
Neotoma lepida,Woodrat/Packrat,1996-07-15,Scat,24,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 2,Los Penasquitos Canyon Preserve,32.944408,117.11073300000001
Neotoma lepida,Woodrat/Packrat,1996-07-15,Tracks,17,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 2,Los Penasquitos Canyon Preserve,32.944408,117.11073300000001
Lepus californicus,Black Tailed Jackrabbit,1996-07-15,Scat,1,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 3,Los Penasquitos Canyon Preserve,32.94385,117.112125
Lynx rufus,Bobcat,1996-07-15,Scat,2,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 3,Los Penasquitos Canyon Preserve,32.94385,117.112125
Lynx rufus,Bobcat,1996-07-15,Tracks,6,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 3,Los Penasquitos Canyon Preserve,32.94385,117.112125
Puma concolor,Cougar,1996-07-15,Tracks,3,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 3,Los Penasquitos Canyon Preserve,32.94385,117.112125
Canis latrans,Coyote,1996-07-15,Scat,2,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 3,Los Penasquitos Canyon Preserve,32.94385,117.112125
Canis latrans,Coyote,1996-07-15,Tracks,20,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 3,Los Penasquitos Canyon Preserve,32.94385,117.112125
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Scat,1,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 3,Los Penasquitos Canyon Preserve,32.94385,117.112125
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Tracks,3,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 3,Los Penasquitos Canyon Preserve,32.94385,117.112125
Odocoileus hemionus,Mule Deer,1996-07-15,Browse,22,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 3,Los Penasquitos Canyon Preserve,32.94385,117.112125
Odocoileus hemionus,Mule Deer,1996-07-15,Den/Bed Site,1,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 3,Los Penasquitos Canyon Preserve,32.94385,117.112125
Odocoileus hemionus,Mule Deer,1996-07-15,Scat,22,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 3,Los Penasquitos Canyon Preserve,32.94385,117.112125
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,66,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 3,Los Penasquitos Canyon Preserve,32.94385,117.112125
Didelphis virginiana,Opossum,1996-07-15,Tracks,3,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 3,Los Penasquitos Canyon Preserve,32.94385,117.112125
Procyon lotor,Raccoon,1996-07-15,Evidence of Predation,1,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 3,Los Penasquitos Canyon Preserve,32.94385,117.112125
Procyon lotor,Raccoon,1996-07-15,Tracks,50,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 3,Los Penasquitos Canyon Preserve,32.94385,117.112125
Neotoma lepida,Woodrat/Packrat,1996-07-15,Den/Bed Site,186,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 3,Los Penasquitos Canyon Preserve,32.94385,117.112125
Neotoma lepida,Woodrat/Packrat,1996-07-15,Scat,7,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 3,Los Penasquitos Canyon Preserve,32.94385,117.112125
Neotoma lepida,Woodrat/Packrat,1996-07-15,Tracks,4,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 3,Los Penasquitos Canyon Preserve,32.94385,117.112125
Lynx rufus,Bobcat,1996-07-15,Scat,6,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 4,Los Penasquitos Canyon Preserve,32.943542,117.112075
Lynx rufus,Bobcat,1996-07-15,Tracks,1,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 4,Los Penasquitos Canyon Preserve,32.943542,117.112075
Canis latrans,Coyote,1996-07-15,Scat,3,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 4,Los Penasquitos Canyon Preserve,32.943542,117.112075
Canis latrans,Coyote,1996-07-15,Tracks,6,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 4,Los Penasquitos Canyon Preserve,32.943542,117.112075
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Scat,4,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 4,Los Penasquitos Canyon Preserve,32.943542,117.112075
Mustela frenata,Long Tailed Weasel,1996-07-15,Tracks,1,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 4,Los Penasquitos Canyon Preserve,32.943542,117.112075
Odocoileus hemionus,Mule Deer,1996-07-15,Browse,3,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 4,Los Penasquitos Canyon Preserve,32.943542,117.112075
Odocoileus hemionus,Mule Deer,1996-07-15,Scat,11,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 4,Los Penasquitos Canyon Preserve,32.943542,117.112075
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,92,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 4,Los Penasquitos Canyon Preserve,32.943542,117.112075
Didelphis virginiana,Opossum,1996-07-15,Tracks,1,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 4,Los Penasquitos Canyon Preserve,32.943542,117.112075
Procyon lotor,Raccoon,1996-07-15,Scat,4,Riparian and Bottomland Habitat,I-15 Bridges West to Big Curve South - Section: 4,Los Penasquitos Canyon Preserve,32.943542,117.112075
